TRIALNO,COST_WEIGHT,RISK_WEIGHT,DISTANCE_WEIGHT,SPEED_WEIGHT,POP_WEIGHT,HEU_WEIGHT,TOTAL_POP,ROAD_DEATH_PROB,
951,0.10,0.50,0.10,0.10,0.10,0.000000050,1000,0.00,
1061,0.10,0.60,0.10,0.10,0.00,0.000000050,1000,0.00,
10102,0.10,1.00,0.10,0.10,0.00,0.000000050,1000,0.00,
1021,0.10,0.20,0.10,0.10,0.00,0.000000050,1000,0.00,
10101,0.10,1.00,0.10,0.10,0.00,0.000000050,1000,0.00,
1022,0.10,0.20,0.10,0.10,0.00,0.000000050,1000,0.00,
1041,0.10,0.40,0.10,0.10,0.00,0.000000050,1000,0.00,
1092,0.10,0.90,0.10,0.10,0.00,0.000000050,1000,0.00,
1051,0.10,0.50,0.10,0.10,0.00,0.000000050,1000,0.00,
1031,0.10,0.30,0.10,0.10,0.00,0.000000050,1000,0.00,
1081,0.10,0.80,0.10,0.10,0.00,0.000000050,1000,0.00,
1071,0.10,0.70,0.10,0.10,0.00,0.000000050,1000,0.00,
1091,0.10,0.90,0.10,0.10,0.00,0.000000050,1000,0.00,
1082,0.10,0.80,0.10,0.10,0.00,0.000000050,1000,0.00,
1072,0.10,0.70,0.10,0.10,0.00,0.000000050,1000,0.00,
1012,0.10,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1002,0.10,0.00,0.10,0.10,0.00,0.000000050,1000,0.00,
1052,0.10,0.50,0.10,0.10,0.00,0.000000050,1000,0.00,
1032,0.10,0.30,0.10,0.10,0.00,0.000000050,1000,0.00,
1042,0.10,0.40,0.10,0.10,0.00,0.000000050,1000,0.00,
1062,0.10,0.60,0.10,0.10,0.00,0.000000050,1000,0.00,
