452,10.83381614
1062,10.9440651
482,10.94744653
181,11.02092477
772,11.05673591
412,11.07748609
711,11.13382627
391,11.15680098
832,11.19346757
691,11.20515934
3101,11.22880958
952,11.24887841
1102,11.257477
332,11.2599139
2102,11.27152901
382,11.28371307
131,11.29812778
812,11.31415811
912,11.33919513
602,11.34023016
5102,11.35330821
472,11.36128427
981,11.37442015
72,11.37662153
302,11.39127013
71,11.39227662
202,11.39396193
1091,11.39511194
622,11.39773146
422,11.4093367
801,11.40949832
91,11.41660325
82,11.4180614
1041,11.41854303
311,11.42604217
431,11.42616499
232,11.43462113
111,11.44342093
222,11.45734376
432,11.46023373
781,11.46656349
2101,11.47464274
8102,11.47532906
291,11.48544345
1092,11.48872952
242,11.48937769
141,11.48957059
211,11.50058138
731,11.5014068
7101,11.51170285
501,11.52340143
631,11.52921733
372,11.54535895
661,11.54879149
4101,11.54965524
1011,11.55202893
331,11.55440197
442,11.55567423
951,11.55656562
61,11.55727402
1021,11.55743403
1052,11.56433584
942,11.57613891
842,11.57839887
102,11.57868683
672,11.57967915
162,11.58066205
151,11.58268941
722,11.58919742
761,11.5925196
342,11.60015772
272,11.60220132
441,11.61087103
152,11.61636467
381,11.61756288
802,11.61845412
1051,11.62310564
51,11.62328838
601,11.62605272
662,11.63011475
1031,11.64326376
361,11.64865621
62,11.64914364
192,11.65129582
411,11.65500413
922,11.65566592
6101,11.65838658
191,11.66000975
732,11.66517112
371,11.66734229
751,11.67124008
241,11.67444937
1012,11.6744643
1071,11.67664177
641,11.67787927
1032,11.67998247
962,11.68086792
882,11.6812624
1061,11.68767163
891,11.69697846
702,11.69925523
862,11.70033886
301,11.70208234
101,11.70445333
521,11.7054707
742,11.70634938
612,11.71975119
7102,11.72170783
861,11.72381027
262,11.72514194
31,11.72584149
132,11.72584291
642,11.73468825
102,11.73477079
1101,11.73938721
621,11.74105702
651,11.74926337
271,11.75733624
561,11.7586889
11,11.759106
901,11.75932782
221,11.76544126
972,11.76551274
101,11.77133165
21,11.77360951
701,11.7738418
92,11.77393137
492,11.77574428
1081,11.77786657
292,11.78592235
831,11.78984794
362,11.79547115
172,11.80027434
821,11.8052397
941,11.805543
471,11.8090049
822,11.81019003
572,11.81032294
531,11.81708777
1001,11.8172509
261,11.8220276
182,11.8225857
352,11.82535866
852,11.82675971
10101,11.82842923
961,11.83000219
562,11.83853294
1042,11.85040986
9101,11.8589478
2,11.86032978
3102,11.86034153
8101,11.86770015
4102,11.86784959
592,11.86917648
1002,11.87276589
42,11.87373953
142,11.87688721
982,11.87847282
322,11.87912151
611,11.88205004
582,11.88447805
32,11.89239583
231,11.89333049
881,11.89583606
511,11.90039701
491,11.90078568
481,11.90771603
462,11.90873696
10102,11.91619767
402,11.92090062
851,11.92764118
12,11.93926644
752,11.94772054
161,11.94796776
991,11.95296275
721,11.96013317
712,11.96079244
762,11.96535342
1082,11.96699974
692,11.96759602
22,11.97358461
522,11.99125763
171,11.99726798
282,12.0007949
682,12.00212349
122,12.0042465
902,12.01002471
1072,12.01474563
971,12.01560433
512,12.01696425
931,12.01728506
992,12.01752111
811,12.01770611
542,12.02232808
552,12.02901945
252,12.03329974
341,12.03813292
591,12.03925788
201,12.04342351
81,12.0443389
771,12.04845143
6102,12.05659951
541,12.05750411
41,12.07577687
451,12.08212914
841,12.08799026
571,12.10738238
1022,12.1101137
321,12.14555442
921,12.14774454
551,12.16105227
461,12.1676112
652,12.16815065
782,12.16871366
351,12.18350544
312,12.18409481
792,12.18736882
421,12.19602312
911,12.19738869
871,12.20208234
581,12.20795446
932,12.21238834
281,12.24472909
392,12.24562772
872,12.24815226
681,12.30100083
791,12.32307807
741,12.37199978
121,12.3841622
671,12.42119724
