TRIALNO,Tunis,Belgrade,Tripoli,Benghazi,Ankara,Izmir,Athens,Thessaloniki,Istanbul,Van,Damascus,Baghdad,Vienna,Budapest,Tehran,Lampedusa,Malta,Skopje,Zahedan,Lesbos,Chios,Frankfurt,Hamburg,Munich,Zagreb,Pozzallo,Rome,Milan,Graz,Samos,Quetta,Herat,Calabria,Cagliari,Paris,Gaziantep,Gevgelija,Roszke,Mersin,Lyon,Gjirokastra,Patras,Igoumenitsa,Brindisi,Bari,Ancona,Alexandria,Crete,Amman,Podgorica,Copenhagen,Stockholm,Bucharest,Sofia,London,Brussels,Luxembourg,
1612,12,306,61,63,650,0,98,0,375,450,613,166,358,351,284,0,45,0,63,14,0,241,0,11,16,108,114,269,16,0,63,221,66,12,406,456,0,271,256,204,16,98,9,45,40,94,452,478,615,16,0,0,80,330,0,0,227,
1602,12,358,64,62,636,0,91,0,286,469,537,182,293,286,287,0,41,0,64,0,0,251,0,70,18,98,102,192,7,0,64,223,97,12,363,486,0,273,319,182,49,88,31,55,55,55,384,519,479,18,0,0,13,358,4,0,253,
1631,13,266,68,64,638,0,151,0,278,447,528,163,303,271,284,0,28,0,62,17,0,253,0,50,16,85,105,300,8,0,62,222,72,13,396,523,0,234,332,255,47,115,31,73,73,93,393,526,477,16,0,0,37,273,6,0,267,
1641,16,338,66,67,699,0,90,0,415,460,622,172,411,382,288,0,43,0,63,10,0,333,0,74,19,110,138,333,14,0,63,225,103,16,494,529,0,290,290,257,30,89,16,45,45,79,412,441,588,19,0,0,92,371,0,0,324,
1661,11,311,61,64,639,0,116,0,385,446,563,162,370,330,284,0,45,0,61,0,0,306,0,27,32,109,143,299,32,0,61,223,108,11,507,464,0,237,271,255,68,100,36,50,47,81,392,456,513,32,0,0,93,366,17,0,326,
15122,13,606,61,67,965,0,57,0,635,437,446,152,596,587,285,0,54,0,62,3,0,469,0,37,0,114,117,263,0,0,62,223,59,13,570,870,0,511,342,208,43,59,32,29,29,71,59,234,59,11,0,0,76,654,8,0,460,
1662,20,305,63,67,557,0,183,0,283,439,582,155,268,275,284,0,38,0,63,6,0,202,0,26,21,105,126,307,14,0,63,221,80,20,428,374,0,250,256,264,35,170,18,100,100,143,506,557,645,21,0,0,25,313,22,0,241,
15161,11,624,63,73,968,0,39,0,629,437,443,152,620,620,285,0,42,0,62,7,0,691,0,40,0,115,137,199,0,0,62,223,115,11,762,969,0,580,437,186,31,45,23,21,21,49,0,214,0,8,0,0,40,633,11,0,699,
15191,17,564,63,62,917,0,64,0,574,438,453,151,542,531,287,0,63,0,66,9,0,458,0,20,0,125,165,300,0,0,66,221,151,17,652,920,0,464,441,257,8,104,14,64,64,50,0,257,0,0,0,0,67,607,8,0,505,
15171,11,626,64,62,933,0,48,0,613,446,441,154,568,572,292,0,52,0,67,0,0,519,0,44,0,114,163,248,0,0,67,225,121,11,610,902,0,511,415,209,4,65,4,36,36,55,0,248,0,0,0,0,61,667,0,0,481,
1682,16,323,64,67,662,7,128,0,327,460,614,171,305,298,289,0,42,0,64,21,0,301,0,22,7,109,123,299,7,0,64,225,90,16,440,514,0,269,319,250,47,99,43,91,91,134,510,535,678,7,0,0,29,352,13,0,304,
1681,13,328,64,61,657,8,141,0,349,445,572,157,333,308,288,0,46,0,62,8,0,183,0,26,8,107,136,360,8,0,62,226,82,13,387,474,0,266,270,267,26,137,26,89,89,149,458,484,589,8,0,0,42,369,0,0,189,
16102,12,327,62,61,664,0,144,0,358,460,558,171,326,317,289,0,44,0,65,16,0,238,0,5,18,91,117,228,18,0,65,224,62,12,401,501,0,277,297,199,71,111,31,58,58,89,406,524,518,40,0,0,40,367,0,0,240,
