291,8.642726385
1191,8.827024429
1201,9.079867115
1202,9.090142528
162,9.203238289
131,9.408946707
1101,9.492454181
222,9.565606742
232,9.577361453
262,9.633798106
132,9.66718294
1152,9.696112342
2102,9.723915701
292,9.743030114
172,9.761590876
231,9.859785923
1112,9.86496382
11,9.869946117
122,9.882794997
131,9.893158125
51,9.903354355
1161,9.921941927
241,9.966609344
521,9.968764112
1171,9.975318052
572,9.992693737
3131,10.02748703
212,10.05351657
242,10.07028578
211,10.07860041
121,10.08190516
251,10.08398715
72,10.17523157
3121,10.19437291
442,10.20284207
161,10.2464802
281,10.2625659
181,10.26318664
4192,10.27854771
642,10.28112286
101,10.29374816
1132,10.31642888
52,10.33563818
202,10.34233512
311,10.37391764
71,10.37521149
252,10.39108366
652,10.39347661
272,10.43988816
2162,10.44475142
112,10.4518556
1,10.48514412
331,10.49221235
672,10.50032169
3122,10.50535331
92,10.51308592
5162,10.52115129
422,10.53385321
192,10.54795512
282,10.58029064
181,10.60183125
4201,10.61365146
201,10.62062986
2111,10.62368922
152,10.63386758
271,10.63452205
1181,10.66239066
391,10.66390347
641,10.66874024
2121,10.67220483
111,10.67922542
32,10.68018803
6102,10.68531663
1151,10.68643657
192,10.68983274
161,10.72927972
332,10.72976753
101,10.74155884
2161,10.75779708
2201,10.76076762
142,10.78473877
1162,10.78519672
602,10.79074794
2142,10.80065057
651,10.82602227
3172,10.85340743
4191,10.85479062
1022,10.86568952
1142,10.8664011
491,10.89425115
4142,10.90244215
541,10.94278587
6191,10.94437641
5142,10.94986443
1052,10.95330174
492,10.95413769
151,10.95619316
162,10.97060218
2202,10.97291164
371,10.9781576
221,10.99627123
3201,11.00325017
1192,11.01072396
621,11.01118269
522,11.0117296
7122,11.02469494
1111,11.02682553
4122,11.03641521
322,11.0398449
401,11.04442893
1101,11.0580774
871,11.05839678
8172,11.06045319
171,11.06119156
842,11.06134341
801,11.06383157
112,11.06627798
631,11.0802839
4141,11.08492913
141,11.08724847
881,11.09142897
2191,11.09574135
182,11.0969238
692,11.10060561
481,11.10770282
61,11.11005928
752,11.11013675
5152,11.11820481
822,11.1194622
3132,11.1226551
82,11.12905399
4112,11.13431153
2122,11.15141579
502,11.16945887
12,11.17233769
531,11.17446641
5191,11.17564144
392,11.18027643
402,11.18431893
142,11.1929314
372,11.19330686
691,11.19358442
10151,11.19603618
261,11.20211197
6122,11.20706573
862,11.20841132
341,11.2121427
3202,11.21395987
751,11.21566259
202,11.21597048
3191,11.22346571
6132,11.22417558
8111,11.2251569
3111,11.22562402
571,11.23228994
11162,11.23331899
1121,11.234174
12202,11.23445894
172,11.24556695
5122,11.25025191
1122,11.25026824
661,11.25127106
552,11.25642505
152,11.25675097
3102,11.25997584
5182,11.26148114
1212,11.26786018
671,11.27633157
421,11.27718108
5112,11.28028746
321,11.28124863
4171,11.28141882
10172,11.28824677
4172,11.29407095
7172,11.29726505
3101,11.29913283
8121,11.30080068
2112,11.30920247
21,11.31332047
781,11.31820216
81,11.31961936
102,11.32162088
5131,11.32306934
7101,11.32608647
5121,11.33381298
132,11.33744535
5161,11.34040273
972,11.34208234
791,11.34241351
191,11.34627444
312,11.34794487
872,11.35354316
62,11.35604328
1111,11.35715331
5102,11.35806234
8181,11.36210824
2131,11.36377579
852,11.36398619
562,11.36709244
151,11.37019815
9141,11.37110026
601,11.37683157
2172,11.378484
811,11.37884735
1462,11.37902405
3171,11.38070302
4121,11.38120989
302,11.38164202
22,11.38229445
7131,11.38637682
3142,11.388928
5171,11.39115715
591,11.39493485
902,11.40039899
2192,11.40096703
182,11.40728731
5141,11.41017904
792,11.41046105
772,11.4110206
4132,11.41660425
622,11.42191069
6111,11.42429668
762,11.42481694
4182,11.42535851
891,11.42635467
592,11.42749565
10131,11.42960735
5111,11.43624424
1131,11.44248278
1012,11.44275769
5201,11.44276249
10102,11.44281446
581,11.44814389
9132,11.44990416
1092,11.45073633
1341,11.45073633
542,11.45211659
611,11.45517772
4111,11.45660436
551,11.4570308
1182,11.46025241
1102,11.47895502
1392,11.48005108
13131,11.48026014
1191,11.48045947
11161,11.48074478
432,11.48169579
11172,11.48196882
10171,11.48277688
1141,11.49839325
3141,11.50332432
821,11.50388733
882,11.50715965
10162,11.50746388
6152,11.51077574
7121,11.5200004
8161,11.52016889
832,11.52466646
561,11.52640684
2182,11.5307288
3151,11.53079392
1042,11.53109961
802,11.53538151
3192,11.53595388
111,11.53672736
7152,11.53940628
12191,11.5398954
102,11.54336493
982,11.54357455
4152,11.54678077
991,11.54742884
4162,11.54879212
10152,11.54936166
441,11.54979964
1312,11.55005204
11122,11.55881245
171,11.56028629
1371,11.5629317
31,11.56429462
2,11.56503118
1102,11.5664011
12162,11.56778763
1172,11.56826396
91,11.56882452
6201,11.57435664
922,11.5744369
6161,11.57523933
8102,11.57785658
452,11.57934965
381,11.58382155
1302,11.58441012
7112,11.58695759
11121,11.5886718
482,11.58978395
201,11.59248367
6131,11.59254939
1331,11.59359306
