TRIALNO,COST_WEIGHT,RISK_WEIGHT,DISTANCE_WEIGHT,SPEED_WEIGHT,POP_WEIGHT,HEU_WEIGHT,TOTAL_POP,ROAD_DEATH_PROB,
7102,1.00,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
7101,1.00,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
761,0.60,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
762,0.60,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
792,0.90,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
782,0.80,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
701,0.00,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
682,0.80,0.10,0.10,0.10,0.40,0.000000050,1000,0.00,
621,0.20,0.10,0.10,0.10,0.40,0.000000050,1000,0.00,
812,0.10,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
751,0.50,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
722,0.20,0.10,0.10,0.10,0.30,0.000000050,1000,0.00,
821,0.20,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
802,0.00,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
801,0.00,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
822,0.20,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
831,0.30,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
832,0.30,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
861,0.60,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
881,0.80,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
8101,1.00,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
841,0.40,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
891,0.90,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
882,0.80,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
871,0.70,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
862,0.60,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
931,0.30,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
942,0.40,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
851,0.50,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
952,0.50,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
951,0.50,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
902,0.00,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
972,0.70,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
9101,1.00,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
982,0.80,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
962,0.60,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
992,0.90,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
971,0.70,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
932,0.30,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
912,0.10,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
9102,1.00,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
941,0.40,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
911,0.10,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
921,0.20,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
872,0.70,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
842,0.40,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
1021,0.20,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1001,0.00,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1011,0.10,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
892,0.90,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
961,0.60,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
852,0.50,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
901,0.00,0.10,0.10,0.10,0.10,0.000000050,1000,0.00,
1031,0.30,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
8102,1.00,0.10,0.10,0.10,0.20,0.000000050,1000,0.00,
1022,0.20,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1012,0.10,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1062,0.60,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1002,0.00,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1061,0.60,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1041,0.40,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1051,0.50,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1042,0.40,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1052,0.50,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1081,0.80,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1071,0.70,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1091,0.90,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1072,0.70,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
10101,1.00,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
10102,1.00,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
1082,0.80,0.10,0.10,0.10,0.00,0.000000050,1000,0.00,
